,name,Marka,GENEL BİLGİLER - Ürün Amacı,GPU Modeli,CPU Modeli,RAM Boyutu,Dokunmatik Ekran,Ekran Boyutu,Çözünürlük X,Çözünürlük Y,Yenileme Hz,price,G3D_L1,G3D_L2,G3D_L3,G3D_L4,GPU_PassMark_G3D,CPU_PassMark
934,Lenovo ThinkBook 16 G6 IRL 21KH001ETR Zi734,Lenovo,İş/Mobil,Intel Iris Xe Graphics Eligible,Intel Core i5-1335U,64.0,False,16.0,1920,1200,60.0,46523.99,,,,1971.0,1971.0,14242.0
935,Lenovo ThinkBook 14 G4 IML 21MX002VTRP01,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,16.0,False,14.0,1920,1200,60.0,47499.0,,2161.5,,,2161.5,16331.0
936,Lenovo ThinkPad E14 G6 21M8SALR27 BT88,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,32.0,False,14.0,1920,1200,60.0,45600.0,,2161.5,,,2161.5,16331.0
937,Asus TUF Gaming F15 FX507VV-LP242,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,61439.04,,,17452.0,,17452.0,24148.0
938,Asus Zenbook 14 OLED UX3405CA-PP489W,Asus,İş/Mobil,Intel Arc 140T,Intel Core Ultra 9 285H,32.0,False,14.0,2880,1800,120.0,62767.73,,6217.0,,,6217.0,33936.0
939,Asus Zenbook 14 OLED UX3405CA-PP372W,Asus,İş/Mobil,Intel Arc 140T,Intel Core Ultra 9 285H,32.0,False,14.0,2880,1800,120.0,62400.0,,6217.0,,,6217.0,33936.0
940,MSI Cyborg 15 A13VF-892XTRK00,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,24.0,False,15.6,1920,1080,144.0,51643.36,,,17452.0,,17452.0,24148.0
941,MSI Cyborg 15 A13VF-892XTRA9,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,24.0,False,15.6,1920,1080,144.0,51999.0,,,17452.0,,17452.0,24148.0
942,Lenovo LOQ 15IRX9 83DV00HSTR BT58,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,58051.14,,,10171.0,,10171.0,30673.0
943,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI726,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,16.0,False,14.0,1920,1200,60.0,40996.8,,2641.0,,,2641.0,26358.0
944,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI714,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,16.0,False,14.0,1920,1200,60.0,40996.8,,2641.0,,,2641.0,26358.0
945,Casper Excalibur G870.1362-BFA0A-B,Casper,Oyun,NVIDIA GeForce RTX 4050,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,52000.0,,,14411.0,,14411.0,24148.0
946,Lenovo Thinkpad E16 G2 21MA002UTX 008,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,48.0,False,16.0,1920,1200,60.0,48951.32,,5506.0,,,5506.0,24826.0
947,Lenovo Thinkpad E16 G2 21MA002UTXF19,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,48.0,False,16.0,1920,1200,60.0,51799.7,,5506.0,,,5506.0,24826.0
948,Casper Excalibur G870.210H-BX60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,16.0,False,15.6,1920,1080,60.0,56065.03,,20706.0,,,20706.0,18879.0
949,Lenovo LOQ 15IAX9 83GS00PETR,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12600HX,8.0,False,15.6,1920,1080,144.0,33192.0,,,14411.0,,14411.0,24607.0
950,Lenovo LOQ 15IAX9 83GS00PHTR,Lenovo,Oyun,NVIDIA GeForce RTX 4060,Intel Core i5-12450HX,12.0,False,15.6,1920,1080,144.0,35086.0,,19544.0,,,19544.0,18228.0
951,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI728,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,32.0,False,14.0,1920,1200,60.0,41758.08,,2641.0,,,2641.0,26358.0
952,MSI Thin 15 B12VE-1892XTRP421,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,24.0,False,15.6,1920,1080,144.0,50425.49,,,14411.0,,14411.0,21884.0
953,Lenovo Thinkpad E16 G2 21MA002UTXP07,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,24.0,False,16.0,1920,1200,60.0,52578.03,,5506.0,,,5506.0,24826.0
954,Lenovo Thinkpad E16 G2 21MBSTKY42 BT94,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,24.0,False,16.0,1920,1200,60.0,42068.58,,5506.0,,,5506.0,24826.0
955,Asus TUF Gaming A15 (2023) FA507NUR-LP03521,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,50614.05,,,14411.0,,14411.0,23336.0
956,Asus TUF Gaming A15 (2023) FA507NUR-LP03537,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,50136.55,,,14411.0,,14411.0,23336.0
957,Asus TUF Gaming A15 (2023) FA507NUR-LP034 Zi715,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,50526.27,,,14411.0,,14411.0,23336.0
958,Asus TUF Gaming A15 (2023) FA507NUR-LP034-Zi727,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,48233.0,,,14411.0,,14411.0,23336.0
959,Lenovo ThinkPad E14 G6 21M8SALR27 BT93,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,16.0,False,14.0,1920,1200,60.0,48279.36,,2161.5,,,2161.5,16331.0
960,HP Victus Gaming 15-fa1055nt (8U846EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13700H,16.0,False,15.6,1920,1080,144.0,56610.8,,19544.0,,,19544.0,26358.0
961,Asus TUF Gaming A15 (2023) FA507NVR-LP029-K3,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,65999.0,,,17452.0,,17452.0,23336.0
962,MSI Cyborg 15 A13VF-892XTRK07,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,51643.36,,,17452.0,,17452.0,24148.0
963,MSI Cyborg 15 A13VF-892XTRA6,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,51999.0,,,17452.0,,17452.0,24148.0
964,Lenovo ThinkPad E14 G5 21JK000NGR Zi723,Lenovo,İş/Mobil,NVIDIA GeForce MX550,Intel Core i5-1335U,40.0,False,14.0,1920,1200,60.0,47765.53,,4526.0,,,4526.0,14242.0
965,Lenovo ThinkPad E14 G5 21JK000NGR Zi735,Lenovo,İş/Mobil,NVIDIA GeForce MX550,Intel Core i5-1335U,40.0,False,14.0,1920,1200,60.0,47765.53,,4526.0,,,4526.0,14242.0
966,MSI Cyborg 15 A13VF-894XTR,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,43762.88,,,17452.0,,17452.0,24148.0
967,Lenovo LOQ 15ARP9 83JC00FHTR,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,12.0,False,15.6,1920,1080,144.0,31899.0,,,14411.0,,14411.0,23336.0
968,Asus TUF Gaming A15 (2023) FA507NUR-LP034-Zi707,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,48.0,False,15.6,1920,1080,144.0,50468.0,,,14411.0,,14411.0,23336.0
969,Lenovo LOQ 15IRX9 83LK002VTR,Lenovo,Oyun,NVIDIA GeForce RTX 4050 65W,Intel Core i7-12650HX,16.0,False,15.6,1920,1080,144.0,34511.04,,,14411.0,,14411.0,22291.0
970,Monster Tulpar T7 V26.2,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13620H,16.0,False,17.3,1920,1080,144.0,61027.59,,,18049.0,,18049.0,24148.0
971,ASUS TUF Gaming F16 FX607VU-RL073W,ASUS,Oyun,NVIDIA GeForce RTX 4050 140W,Intel Core 5 210H,16.0,False,16.0,1920,1200,144.0,40000.0,,,14411.0,,14411.0,18879.0
972,Lenovo LOQ 15ARP9 83JC000UTR,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,AMD Ryzen 7 7435HS,8.0,False,15.6,1920,1080,144.0,44159.04,,,17452.0,,17452.0,23336.0
973,Lenovo ThinkPad E14 G6 21M70031TX Zi718,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,48.0,False,14.0,1920,1200,60.0,48508.71,,5506.0,,,5506.0,24826.0
974,Lenovo ThinkPad E14 G6 21M70031TX Zi730,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,48.0,False,14.0,1920,1200,60.0,51334.08,,5506.0,,,5506.0,24826.0
975,Lenovo LOQ 15IAX9 83GS007XTR02,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,16.0,False,15.6,1920,1080,144.0,44499.0,,,17452.0,,17452.0,18228.0
976,Asus TUF Gaming A15 (2023) FA507NV-LP103Zi709,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,64.0,False,15.6,1920,1080,144.0,55741.05,,,17452.0,,17452.0,17910.0
977,Lenovo LOQ 15IAX9 83GS0060TR,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,16.0,False,15.6,1920,1080,144.0,38399.04,,,17452.0,,17452.0,18228.0
978,MSI Thin 15 B12VE-1892XTRP333,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,36.0,False,15.6,1920,1080,144.0,52661.04,,,14411.0,,14411.0,21884.0
979,Asus TUF Gaming A15 (2023) FA507NURA47-LP006A47,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,54499.0,,,14411.0,,14411.0,23336.0
980,Lenovo IdeaPad 5 83KT003CTR,Lenovo,İş/Mobil,AMD Radeon 860M,AMD Ryzen AI 7 350,16.0,False,14.0,1920,1200,60.0,46999.0,,4841.0,,,4841.0,24447.0
981,Lenovo ThinkPad E14 G6 21M70031TX ZI710,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,14.0,1920,1200,60.0,54111.36,,5506.0,,,5506.0,24826.0
982,Asus TUF Gaming A15 FX507VU-LP141,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,53496.81,,,14411.0,,14411.0,24148.0
983,HP Victus Gaming 15-fa1042nt (7P8M3EA),HP,Oyun,NVIDIA GeForce RTX 4050,Intel Core i5-13500H,8.0,False,15.6,1920,1080,144.0,42990.0,,,14411.0,,14411.0,21327.0
984,Casper Excalibur G870.1342-DV50X-C,Casper,Oyun,NVIDIA GeForce RTX 5050,Intel Core i5-13420H,32.0,False,15.6,1920,1080,165.0,45395.03,,17605.0,,,17605.0,17402.0
985,Casper Excalibur G870.210H-BF60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,16.0,False,15.6,1920,1080,60.0,59751.03,,20706.0,,,20706.0,18879.0
986,Lenovo ThinkPad E14 G6 21M7002PTX Zi711,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 5 125U,64.0,False,14.0,1920,1200,60.0,45888.0,,2161.5,,,2161.5,17366.0
987,Lenovo Yoga 7 83DJ001ATR,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,16.0,True,14.0,1920,1200,60.0,60449.07,,5506.0,,,5506.0,24826.0
988,HP Victus Gaming 15-fa1085nt (B10FNEA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,40999.0,,19544.0,,,19544.0,24148.0
989,MSI Pulse 16 AI C1VFKG-087XTR,MSI,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core Ultra 7 155H,16.0,False,16.0,1920,1200,144.0,49999.0,,,17452.0,,17452.0,24826.0
990,MSI Pulse 16 AI C1VFKG-201XTR,MSI,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core Ultra 7 155H,16.0,False,16.0,1920,1200,144.0,49399.05,,,17452.0,,17452.0,24826.0
991,Acer Nitro V 15 ANV15-51-767L,Acer,Oyun,NVIDIA GeForce RTX 4060 75W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,55999.0,,,17452.0,,17452.0,24148.0
992,Monster Abra A5 V22.1,Monster,Oyun,NVIDIA GeForce RTX 5050,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,50299.0,,17605.0,,,17605.0,24148.0
993,MSI VenturePro 17 AI A1VEG-014XTR,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core Ultra 7 155H,16.0,False,17.3,1920,1080,144.0,49999.0,,,14411.0,,14411.0,24826.0
994,Monster Abra A5 V20.4.5,Monster,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450H,32.0,False,15.6,1920,1080,144.0,38499.0,,,14411.0,,14411.0,16232.0
995,MSI Thin15 B12UCA3-1478XTRA3,MSI,Oyun,NVIDIA GeForce RTX 3050 45W,Intel Core i5-12450H,64.0,False,15.6,1920,1080,144.0,39999.0,,,10171.0,,10171.0,16232.0
996,Lenovo ThinkBook 16 G6 ABP 21KK000WTR ZI722,Lenovo,İş/Mobil,AMD Radeon Graphics,AMD Ryzen 7 7730U,64.0,False,16.0,1920,1200,60.0,37799.0,,2161.5,,,2161.5,18003.0
997,Lenovo ThinkBook 16 G6 ABP 21KK000WTR ZI734,Lenovo,İş/Mobil,AMD Radeon Graphics,AMD Ryzen 7 7730U,64.0,False,16.0,1920,1200,60.0,46108.6,,2161.5,,,2161.5,18003.0
998,Asus TUF Gaming A15 (2023) FA507NV-LP105Zi716,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,32.0,False,15.6,1920,1080,144.0,54070.71,,,17452.0,,17452.0,17910.0
999,Asus TUF Gaming A15 (2023) FA507NV-LP103 ZI728,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,32.0,False,15.6,1920,1080,144.0,54070.71,,,17452.0,,17452.0,17910.0
