,name,Marka,GENEL BİLGİLER - Ürün Amacı,GPU Modeli,CPU Modeli,RAM Boyutu,Dokunmatik Ekran,Ekran Boyutu,Çözünürlük X,Çözünürlük Y,Yenileme Hz,price,G3D_L1,G3D_L2,G3D_L3,G3D_L4,GPU_PassMark_G3D,CPU_PassMark
370,"Apple MacBook Pro 16.2"" M3 Max (14CPU/30GPU)",Apple,İş/Mobil,Apple M3 Max (30 Çekirdek GPU),Apple M3 Max (14CPU/30GPU),36.0,False,16.2,3456,2234,120.0,128999.0,,,,,,24031.0
371,HP Victus Gaming 15-fb3000nt (B82W7EA),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 9 8945HS,16.0,False,15.6,1920,1080,144.0,47999.0,,19544.0,,,19544.0,29717.0
372,Monster Tulpar T6 V3.3.1,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,64213.03,,,18049.0,,18049.0,32551.0
373,Casper Excalibur G870.1342-EX50X-C,Casper,Oyun,NVIDIA GeForce RTX 5050,Intel Core i5-13420H,64.0,False,15.6,1920,1080,165.0,53737.03,,17605.0,,,17605.0,17402.0
374,MSI Thin 15 B12VE-1892XTRP375,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,24.0,False,15.6,1920,1080,144.0,63608.74,,,14411.0,,14411.0,21884.0
375,MSI Thin 15 B12VE-1892XTRP398,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,64.0,False,15.6,1920,1080,144.0,59226.93,,,14411.0,,14411.0,21884.0
376,HP Victus Gaming 16-r1045nt (9J247EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-14700HX,16.0,False,16.1,1920,1080,144.0,45999.0,,19544.0,,,19544.0,37171.0
377,Game Garaj Slayer5 7XL-5060 C2,Game,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core Ultra 7 255HX,32.0,False,17.0,2560,1600,240.0,67199.04,,,18049.0,,18049.0,49467.0
378,HP Victus Gaming 16-s1026nt (9Z796EA08),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,77511.44,,,14411.0,,14411.0,28471.0
379,Lenovo LOQ 15IAX9 83GS007WTR10,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,64.0,False,15.6,1920,1080,144.0,42129.35,,,14411.0,,14411.0,18228.0
380,HP Victus Gaming 16-s1010nt (9Z790EA),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,46999.0,,19544.0,,,19544.0,28471.0
381,HP Victus Gaming 16-s1011nt (9Z791EA),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,42999.0,,19544.0,,,19544.0,28471.0
382,Lenovo ThinkPad E14 G6 21M70031TX 009,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,14.0,1920,1200,60.0,63183.24,,5506.0,,,5506.0,24826.0
383,Lenovo LOQ 15ARP9 83JC006ATRA9,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,43199.0,,,14411.0,,14411.0,23336.0
384,HP Victus Gaming 16-s1022nt (9Z794EA Zi730),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,58719.36,,,14411.0,,14411.0,28471.0
385,HP Victus Gaming 16-s1026nt (9Z796EAW12),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,72479.62,,,14411.0,,14411.0,28471.0
386,HP Victus Gaming 16-s1026nt (9Z796EAH11),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,71194.9,,,14411.0,,14411.0,28471.0
387,MSI Pulse 17 AI C1VFKG-037TR,MSI,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core Ultra 7 155H,32.0,False,17.0,2560,1600,240.0,170000.0,,,17452.0,,17452.0,24826.0
388,Lenovo ThinkPad X1 Carbon 12 21KC006BTX,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,32.0,False,14.0,2880,1800,120.0,91322.09,,2161.5,,,2161.5,16331.0
389,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI723,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,49963.2,,2641.0,,,2641.0,26358.0
390,MSI Sword 17 HX B14VFKG-052XTR,MSI,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-14700HX,16.0,False,17.0,1920,1200,165.0,59199.0,,19544.0,,,19544.0,37171.0
391,Casper Excalibur G870.210H-EX60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,64.0,False,15.6,1920,1080,60.0,62564.03,,20706.0,,,20706.0,18879.0
392,Lenovo LOQ 15ARP9 83JC00D9TR,Lenovo,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7435HS,24.0,False,15.6,1920,1080,144.0,71040.0,,26926.0,,,26926.0,23336.0
393,HP Victus Gaming 16-r0005nt (7P6B2EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-13700H,16.0,False,16.1,1920,1080,144.0,65280.0,,26926.0,,,26926.0,26358.0
394,Game Garaj Slayer5 7-5070,Game,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core Ultra 7 255HX,32.0,False,16.0,2560,1600,240.0,74998.94,,,21966.5,,21966.5,49467.0
395,Monster Tulpar T7 V20.6.8,Monster,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core i7-13700H,64.0,False,17.3,1920,1080,144.0,61750.0,,,17452.0,,17452.0,26358.0
396,Lenovo LOQ 15ARP9 83JC006ATRA6,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,43199.0,,,14411.0,,14411.0,23336.0
397,HP OMEN Gaming Laptop 16-k0008nt (7H8Z5EA),HP,Oyun,NVIDIA GeForce RTX 3070 Ti,Intel Core i7-12700H,32.0,False,16.1,1920,1080,144.0,75291.63,,23334.0,,,23334.0,25565.0
398,HP Victus Gaming 16-s0009nt (7Z4M3EA),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 7 7840HS,16.0,False,16.1,1920,1080,144.0,40800.0,,19544.0,,,19544.0,28608.0
399,MSI Katana 15 HX B14WFK-449XTR,MSI,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-14650HX,16.0,False,15.6,2560,1440,165.0,66999.0,,,18049.0,,18049.0,34843.0
400,Lenovo ThinkPad E14 G6 21M8S0LRTX Zi723,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,64.0,False,14.0,1920,1200,60.0,56332.8,,2161.5,,,2161.5,16331.0
401,MSI Cyborg 15 A13VF-892XTRK13,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,64.0,False,15.6,1920,1080,144.0,63361.12,,,17452.0,,17452.0,24148.0
402,MSI Cyborg 15 A13VF-892XTRA27,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,64.0,False,15.6,1920,1080,144.0,58999.0,,,17452.0,,17452.0,24148.0
403,Lenovo LOQ 15IRX9 83DV00G5TRF08,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,72693.74,,,10171.0,,10171.0,30673.0
404,MSI PrestigePro 14 AI C2HVEG-076TR,MSI,Genel Kullanım,NVIDIA GeForce RTX 4050 45W,Intel Core Ultra 7 255H,32.0,False,14.0,1920,1200,144.0,81789.0,,,14411.0,,14411.0,30555.0
405,Lenovo ThinkPad P16S G3 21KTS39RTX 032,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,32.0,False,16.0,1920,1200,60.0,102290.0,,,,,,24826.0
406,HP Victus Gaming 16-r0071nt (8V898EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-13700H,32.0,False,16.1,1920,1080,144.0,53899.02,,26926.0,,,26926.0,26358.0
407,Casper Excalibur G870.1362-DQ60A-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,32.0,False,15.6,1920,1080,60.0,62999.0,,20706.0,,,20706.0,24148.0
408,Game Garaj Slayer5 7-5060,Game,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core Ultra 7 255HX,32.0,False,16.0,2560,1600,240.0,66999.0,,,18049.0,,18049.0,49467.0
409,MSI Cyborg 15 A13VF-892XTRA75,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,40.0,False,15.6,1920,1080,144.0,49823.04,,,17452.0,,17452.0,24148.0
410,Game Garaj Slayer2 D5 10XL-3070TI C4,Game,Oyun,NVIDIA GeForce RTX 3070 Ti,Intel Core i7-12700H,64.0,False,17.3,1920,1080,360.0,50427.84,,23334.0,,,23334.0,25565.0
411,HP Victus Gaming 16-s1022nt (9Z794EA Zi728),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,59845.44,,,14411.0,,14411.0,28471.0
412,HP Victus Gaming 16-s1026nt (9Z796EAW09),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,71194.9,,,14411.0,,14411.0,28471.0
413,HP Victus Gaming 16-s1026nt (9Z796EAH08),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,69910.18,,,14411.0,,14411.0,28471.0
414,Lenovo LOQ 15ARP9 83JC000UTR-32512,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,50999.0,,,17452.0,,17452.0,23336.0
415,Dell G16 7630 G76302401024U01,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,16.0,False,16.0,2560,1600,60.0,93896.0,,26926.0,,,26926.0,42986.0
416,Casper Excalibur G870.210H-EF60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,64.0,False,15.6,1920,1080,60.0,66250.03,,20706.0,,,20706.0,18879.0
417,Game Garaj Slayer2 D5 7XL-3060 C4,Game,Oyun,NVIDIA GeForce RTX 3060 140W,Intel Core i7-12700H,64.0,False,17.3,1920,1080,144.0,39999.0,,,13215.0,,13215.0,25565.0
418,Lenovo ThinkBook 14 G6 IRL 21KG004NTR ZI735,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,49963.2,,2641.0,,,2641.0,26358.0
419,Dell G15 Gaming 5530 G155530012UAR60,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,74699.0,,19544.0,,,19544.0,30673.0
420,Casper Excalibur G870.1362-BX70R-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,16.0,False,15.6,1920,1080,60.0,91489.43,,29031.0,,,29031.0,24148.0
421,Asus ROG Zephyrus G14 GA403UH-QS038,Asus,Genel Kullanım,NVIDIA GeForce RTX 5050,AMD Ryzen 9 270,16.0,False,14.0,2880,1800,120.0,82299.42,,17605.0,,,17605.0,29157.0
422,Monster Tulpar T6 V3.4.3,Monster,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,77386.78,,,21966.5,,21966.5,32551.0
423,Monster Tulpar T7 V26.2.5,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13620H,32.0,False,17.3,1920,1080,144.0,69158.21,,,18049.0,,18049.0,24148.0
424,"Apple MacBook Pro 14.2"" M3 Max (14CPU/30GPU)",Apple,İş/Mobil,Apple M3 Max (30 Çekirdek GPU),Apple M3 Max (14CPU/30GPU),36.0,False,14.2,3024,1964,120.0,104999.0,,,,,,24031.0
425,Monster Tulpar T6 V3.4.2,Monster,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-13700HX,32.0,False,16.0,1920,1200,165.0,79052.08,,,21966.5,,21966.5,32551.0
426,Lenovo LOQ 15IRH8 82XV00G9TX,Lenovo,Oyun,NVIDIA GeForce RTX 4060 115W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,59999.0,,,17452.0,,17452.0,24148.0
427,Lenovo LOQ 15AHP9 L83DX008DTRF10,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 5 8645HS,32.0,False,15.6,1920,1080,144.0,51517.42,,,14411.0,,14411.0,22433.0
428,Casper Excalibur G870.1362-EF70X-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,84999.0,,29031.0,,,29031.0,24148.0
429,HP Victus Gaming 16-r1057nt (9J260EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i5-14500HX,16.0,False,16.1,1920,1080,144.0,42999.43,,19544.0,,,19544.0,29131.0
430,Lenovo LOQ 15IRX9 83DV00AFTR (32GB/2TBSSD/W11P),Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,66670.54,,,10171.0,,10171.0,30673.0
431,HP Victus Gaming 16-s1010nt (9Z790EA)(R7-8840HS),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 7 8840HS,32.0,False,16.1,1920,1080,144.0,48706.36,,19544.0,,,19544.0,25013.0
432,Monster Tulpar T6 V3.3.3,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,63999.0,,,18049.0,,18049.0,32551.0
433,Casper Excalibur G870.1362-EF60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,59945.03,,20706.0,,,20706.0,24148.0
434,Monster Abra A5 V22.1.5,Monster,Oyun,NVIDIA GeForce RTX 5050,Intel Core i7-13620H,32.0,False,15.6,1920,1080,144.0,56841.03,,17605.0,,,17605.0,24148.0
435,Monster Tulpar T6 V3.3.2,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13700HX,32.0,False,16.0,1920,1200,165.0,65399.0,,,18049.0,,18049.0,32551.0
436,MSI Thin 15 B12VE-1892XTRP447,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,64.0,False,15.6,1920,1080,144.0,58675.78,,,14411.0,,14411.0,21884.0
437,Lenovo Thinkpad E16 G2 21MA008XTX 010,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,42221.54,,5506.0,,,5506.0,24826.0
438,Casper Excalibur G870.210H-DN60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,32.0,False,15.6,1920,1080,60.0,64504.03,,20706.0,,,20706.0,18879.0
439,Lenovo LOQ 15IAX9 83GS007WTR09,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,64.0,False,15.6,1920,1080,144.0,44065.32,,,14411.0,,14411.0,18228.0
440,Lenovo Yoga Pro 7 83HN0006TR,Lenovo,İş/Mobil,AMD Radeon 880M,AMD Ryzen AI 9 365,32.0,True,14.5,2880,1800,120.0,69999.0,,7699.0,,,7699.0,29638.0
441,Lenovo LOQ 15ARP9 83JC006ATRA57,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,41999.0,,,14411.0,,14411.0,23336.0
442,Lenovo LOQ 15ARP9 83JC006ATRA54,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 7 7435HS,32.0,False,15.6,1920,1080,144.0,41999.0,,,14411.0,,14411.0,23336.0
443,HP Victus Gaming 16-s1026nt (9Z796EAW11),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,69374.88,,,14411.0,,14411.0,28471.0
444,HP Victus Gaming 16-s1026nt (9Z796EAH10),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,68090.16,,,14411.0,,14411.0,28471.0
445,Asus TUF Gaming F16 FX608JHR-RV048,ASUS,Oyun,NVIDIA GeForce RTX 5050 115W,Intel Core i7-14650HX,8.0,False,16.0,1920,1200,165.0,64999.0,,,16707.0,,16707.0,34843.0
446,Monster Abra A5 V20.7.5,Monster,Oyun,NVIDIA GeForce RTX 4050 140W,Intel Core i7-13620H,32.0,False,15.6,1920,1080,165.0,53599.0,,,14411.0,,14411.0,24148.0
447,Lenovo Yoga Slim 7 14Q8X9 83ED0033TR,Lenovo,İş/Mobil,Qualcomm Adreno,Qualcomm Snapdragon X Elite X1E-78-100,32.0,True,14.5,2944,1840,90.0,68000.0,,,,,,24826.0
448,Asus TUF Gaming A15 (2023) FA507NV-LP103 ZI723,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,64.0,False,15.6,1920,1080,144.0,62207.07,,,17452.0,,17452.0,17910.0
449,Asus TUF Gaming A15 (2023) FA507NV-LP103 Zi735,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 5 7535HS,64.0,False,15.6,1920,1080,144.0,62207.07,,,17452.0,,17452.0,17910.0
450,HP Victus Gaming 16-s1026nt (9Z796EA14),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,72479.62,,,14411.0,,14411.0,28471.0
451,HP Victus Gaming 16-s1026nt (9Z796EA04),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,24.0,False,16.1,1920,1080,144.0,76226.72,,,14411.0,,14411.0,28471.0
452,Casper Excalibur G880.1362-BX60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,16.0,False,15.6,1920,1080,165.0,70227.03,,20706.0,,,20706.0,24148.0
453,Lenovo LOQ 15IAX9 83GS007WTR04,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,16.0,False,15.6,1920,1080,144.0,42617.3,,,14411.0,,14411.0,18228.0
454,Lenovo ThinkPad X1 G9 21KE002NTX,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,32.0,False,14.0,2880,1800,120.0,106856.54,,2161.5,,,2161.5,16331.0
455,Dell G15 Gaming 5530 G155530012U Zi731,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,73869.95,,19544.0,,,19544.0,30673.0
456,Dell G15 Gaming 5530 G155530012U Zi720,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,76575.19,,19544.0,,,19544.0,30673.0
457,MSI Cyborg 15 A13VF-892XTRK05,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,64.0,False,15.6,1920,1080,144.0,55999.0,,,17452.0,,17452.0,24148.0
458,MSI Cyborg 15 A13VF-892XTRA26,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,64.0,False,15.6,1920,1080,144.0,55999.0,,,17452.0,,17452.0,24148.0
459,Lenovo Thinkpad E16 G2 21MA003MTXF34,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 5 125U,96.0,False,16.0,1920,1200,60.0,59894.4,,2161.5,,,2161.5,17366.0
460,Lenovo LOQ 15IRH8 82XV0055TX,Lenovo,Oyun,NVIDIA GeForce RTX 4050 95W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,49919.04,,,14411.0,,14411.0,24148.0
461,Asus TUF Gaming A15 (2023) FA507NVRA4-LP004A4,Asus,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,67229.02,,,17452.0,,17452.0,23336.0
462,HP Victus Gaming 16-s0018nt (7Z4M8EA)(48GB/4TBSSD/DOS),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,48.0,False,16.1,1920,1080,144.0,59150.63,,19544.0,,,19544.0,22926.0
463,MSI Thin 15 B12VE-1892XTRP396,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,64.0,False,15.6,1920,1080,144.0,52730.88,,,14411.0,,14411.0,21884.0
464,Lenovo Thinkpad E16 G2 21MA002UTX Zi723,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,55680.0,,5506.0,,,5506.0,24826.0
465,Lenovo Thinkpad E16 G2 21MA002UTX 030,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,58566.82,,5506.0,,,5506.0,24826.0
466,Lenovo Thinkpad E16 G2 21MA002UTX Zi735,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,57594.7,,5506.0,,,5506.0,24826.0
467,Dell G15 Gaming 5530 G155530012UBT38,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,60.0,81575.64,,19544.0,,,19544.0,30673.0
468,Casper Excalibur G870.210H-DX60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,32.0,False,15.6,1920,1080,60.0,65183.03,,20706.0,,,20706.0,18879.0
469,Lenovo LOQ 15IAX9 83GS00NUTR,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12600HX,24.0,False,15.6,1920,1080,144.0,38400.0,,,14411.0,,14411.0,24607.0
470,MSI Cyborg 15 A13VF-892XTRA8,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,16.0,False,15.6,1920,1080,144.0,73747.0,,,17452.0,,17452.0,24148.0
471,HP Victus Gaming 16-s0018nt (7Z4M8EA)(64GB/1TBSSD/W11P),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,64.0,False,16.1,1920,1080,144.0,55799.0,,19544.0,,,19544.0,22926.0
472,HP Victus Gaming 16-s0018nt (7Z4M8EA)(64GB/1TBSSD/W11H),HP,Oyun,NVIDIA GeForce RTX 4060,AMD Ryzen 5 7640HS,64.0,False,16.1,1920,1080,144.0,59846.3,,19544.0,,,19544.0,22926.0
473,Lenovo LOQ 15IRX9 83DV00AFTR (64GB/1TBSSD/DOS),Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,67293.63,,,10171.0,,10171.0,30673.0
474,HP Victus Gaming 16-r1062nt (992004),HP,Oyun,NVIDIA GeForce RTX 4050,Intel Core i5-14500HX,16.0,False,16.1,1920,1080,144.0,43277.27,,,14411.0,,14411.0,29131.0
475,HP Victus Gaming 16-s1026nt (9Z796EA11),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,73764.34,,,14411.0,,14411.0,28471.0
476,Lenovo ThinkPad P16S G3 21KTS39RTX 020,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,64.0,False,16.0,1920,1200,60.0,91766.4,,,,,,24826.0
477,MSI Summit A16 AI+ A3HMTG-038TR,MSI,İş/Mobil,AMD Radeon 880M,AMD Ryzen AI 9 365,32.0,False,16.0,2560,1600,165.0,63799.0,,7699.0,,,7699.0,29638.0
478,Dell G15 Gaming 5530 G155530013WP08,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,77725.56,,19544.0,,,19544.0,30673.0
479,Dell G15 Gaming 5530 G155530013WH08,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,74942.0,,19544.0,,,19544.0,30673.0
480,Lenovo ThinkBook 14 G6 IRL 21KG004NTR17,Lenovo,İş/Mobil,Intel Iris Xe Graphics,Intel Core i7-13700H,64.0,False,14.0,1920,1200,60.0,47039.04,,2641.0,,,2641.0,26358.0
481,MSI Katana 17 B12VGK-401XTR (32GB/1TB SSD),MSI,Oyun,NVIDIA GeForce RTX 4070 105W,Intel Core i7-12650H,32.0,False,17.3,1920,1080,144.0,69223.33,,,19576.0,,19576.0,21884.0
482,"Apple MacBook Pro 16.2"" M4 Pro (14CPU/20GPU)",Apple,İş/Mobil,Apple M4 Pro (20 Çekirdek GPU),Apple M4 Pro (14CPU/20GPU),48.0,False,16.2,3456,2234,120.0,132999.0,,,,,,32932.0
483,"Apple MacBook Pro 16.2"" M4 Pro (14CPU/20GPU)",Apple,İş/Mobil,Apple M4 Pro (20 Çekirdek GPU),Apple M4 Pro (14CPU/20GPU),48.0,False,16.2,3456,2234,120.0,129999.0,,,,,,32932.0
484,HP Victus Gaming 16-s1026nt (9Z796EAW05),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,24.0,False,16.1,1920,1080,144.0,69910.18,,,14411.0,,14411.0,28471.0
485,HP Victus Gaming 16-s1026nt (9Z796EAH04),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,24.0,False,16.1,1920,1080,144.0,68732.52,,,14411.0,,14411.0,28471.0
486,Asus TUF Gaming A15 (2023) FA507NUR-LP034Zi734,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,54442.0,,,14411.0,,14411.0,23336.0
487,Asus TUF Gaming A15 (2023) FA507NUR-LP034Zi722,Asus,Oyun,NVIDIA GeForce RTX 4050 140W,AMD Ryzen 7 7435HS,64.0,False,15.6,1920,1080,144.0,54442.0,,,14411.0,,14411.0,23336.0
488,Lenovo LOQ 15IAX9 83GS007WTR35,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,16.0,False,15.6,1920,1080,144.0,45182.4,,,14411.0,,14411.0,18228.0
489,Lenovo ThinkPad T14 G5 21ML0013TX 005,Lenovo,İş/Mobil,Intel Graphics,Intel Core Ultra 7 155U,64.0,False,14.0,1920,1200,60.0,80225.68,,2161.5,,,2161.5,16331.0
490,Lenovo LOQ 15IAX9 83GS007XTR19,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,32.0,False,15.6,1920,1080,144.0,45863.02,,,17452.0,,17452.0,18228.0
491,HP Victus Gaming 16-r0072nt (8W8A4EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-13700H,16.0,False,16.1,1920,1080,144.0,61120.24,,26926.0,,,26926.0,26358.0
492,Monster Tulpar T6 V3.1.4,Monster,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,165.0,54240.0,,,17452.0,,17452.0,32551.0
